male,eth,age,income,state,service_failure,satisfaction
0,1,1,3,11,NA,0.574442516811659
0,1,1,3,12,NA,0.7109495026250039
0,1,1,3,13,NA,0.3775406687981454
0,1,1,3,14,NA,0.6224593312018546
0,1,1,3,15,NA,0.8455347349164652
0,1,1,3,16,NA,0.7858349830425586
0,1,1,3,17,NA,0.5
0,1,1,3,18,NA,0.9168273035060777
0,1,1,3,19,NA,0.289050497374996
0,1,1,3,20,NA,0.8698915256370021
0,1,1,3,21,NA,0.425557483188341
0,1,1,3,22,NA,0.3318122278318339
0,1,1,3,23,NA,0.7109495026250039
0,1,1,3,24,NA,0.8175744761936437
0,1,1,3,25,NA,0.5498339973124778
0,1,1,3,26,NA,0.7109495026250039
0,1,1,3,27,NA,0.6456563062257954
0,1,1,3,28,NA,0.7502601055951177
0,1,1,3,29,NA,0.47502081252106
0,1,1,3,30,NA,0.6456563062257954
0,1,1,3,31,NA,0.45016600268752216
0,1,1,3,32,NA,0.6456563062257954
0,1,1,3,33,NA,0.3318122278318339
0,1,1,3,34,NA,0.574442516811659
0,1,1,3,35,NA,0.7502601055951177
0,1,1,3,36,NA,0.7502601055951177
0,1,1,3,37,NA,0.8175744761936437
0,1,1,3,38,NA,0.7858349830425586
0,1,1,3,39,NA,0.7685247834990175
0,1,1,3,40,NA,0.7109495026250039
0,1,1,3,41,NA,0.7502601055951177
0,1,1,3,42,NA,0.425557483188341
0,1,1,3,43,NA,0.45016600268752216
0,1,1,3,44,NA,0.6224593312018546
0,1,1,3,45,NA,0.6899744811276125
0,1,1,3,46,NA,0.598687660112452
0,1,1,3,47,NA,0.5
0,1,1,3,48,NA,0.598687660112452
0,1,1,3,49,NA,0.8175744761936437
0,1,1,3,50,NA,0.7310585786300049
0,1,2,1,1,NA,0.47502081252106
0,1,2,1,2,NA,0.45016600268752216
0,1,2,1,3,NA,0.47502081252106
0,1,2,1,4,NA,0.425557483188341
0,1,2,1,5,NA,0.425557483188341
0,1,2,1,6,NA,0.52497918747894
0,1,2,1,7,NA,0.21416501695744142
0,1,2,1,8,NA,0.23147521650098238
0,1,2,1,9,NA,0.2689414213699951
0,1,2,1,10,NA,0.3318122278318339
0,1,2,1,11,NA,0.401312339887548
0,1,2,1,12,NA,0.549833997312478
0,1,2,1,13,NA,0.23147521650098238
0,1,2,1,14,NA,0.45016600268752216
0,1,2,1,15,NA,0.7310585786300049
0,1,2,1,16,NA,0.6456563062257954
0,1,2,1,17,NA,0.3318122278318339
0,1,2,1,18,NA,0.8455347349164652
0,1,2,1,19,NA,0.16798161486607555
0,1,2,1,20,NA,0.7685247834990178
0,1,2,1,21,NA,0.2689414213699951
0,1,2,1,22,NA,0.19781611144141825
0,1,2,1,23,NA,0.549833997312478
0,1,2,1,24,NA,0.6899744811276125
0,1,2,1,25,NA,0.3775406687981454
0,1,2,1,26,NA,0.549833997312478
0,1,2,1,27,NA,0.47502081252106
0,1,2,1,28,NA,0.598687660112452
0,1,2,1,29,NA,0.31002551887238755
0,1,2,1,30,NA,0.47502081252106
0,1,2,1,31,NA,0.289050497374996
0,1,2,1,32,NA,0.47502081252106
0,1,2,1,33,NA,0.19781611144141825
0,1,2,1,34,NA,0.401312339887548
0,1,2,1,35,NA,0.598687660112452
0,1,2,1,36,NA,0.598687660112452
0,1,2,1,37,NA,0.6899744811276125
0,1,2,1,38,NA,0.6456563062257954
0,1,2,1,39,NA,0.6224593312018546
0,1,2,1,40,NA,0.549833997312478
0,1,2,1,41,NA,0.598687660112452
0,1,2,1,42,NA,0.2689414213699951
0,1,2,1,43,NA,0.289050497374996
0,1,2,1,44,NA,0.45016600268752216
0,1,2,1,45,NA,0.52497918747894
0,1,2,1,46,NA,0.425557483188341
0,1,2,1,47,NA,0.3318122278318339
0,1,2,1,48,NA,0.425557483188341
0,1,2,1,49,NA,0.6899744811276125
0,1,2,1,50,NA,0.574442516811659
0,1,2,2,1,NA,0.425557483188341
0,1,2,2,2,NA,0.401312339887548
0,1,2,2,3,NA,0.425557483188341
0,1,2,2,4,NA,0.3775406687981454
0,1,2,2,5,NA,0.3775406687981454
0,1,2,2,6,NA,0.47502081252106
0,1,2,2,7,NA,0.18242552380635635
0,1,2,2,8,NA,0.19781611144141825
0,1,2,2,9,NA,0.23147521650098238
0,1,2,2,10,NA,0.289050497374996
0,1,2,2,11,NA,0.35434369377420455
0,1,2,2,12,NA,0.5
0,1,2,2,13,NA,0.19781611144141825
0,1,2,2,14,NA,0.401312339887548
0,1,2,2,15,NA,0.6899744811276125
0,1,2,2,16,NA,0.598687660112452
0,1,2,2,17,NA,0.289050497374996
0,1,2,2,18,NA,0.8175744761936437
0,1,2,2,19,NA,0.14185106490048782
0,1,2,2,20,NA,0.7310585786300049
0,1,2,2,21,NA,0.23147521650098238
0,1,2,2,22,NA,0.16798161486607552
0,1,2,2,23,NA,0.5
0,1,2,2,24,NA,0.6456563062257954
0,1,2,2,25,NA,0.3318122278318339
0,1,2,2,26,NA,0.5
0,1,2,2,27,NA,0.425557483188341
0,1,2,2,28,NA,0.549833997312478
0,1,2,2,29,NA,0.2689414213699951
0,1,2,2,30,NA,0.425557483188341
0,1,2,2,31,NA,0.24973989440488234
0,1,2,2,32,NA,0.425557483188341
0,1,2,2,33,NA,0.16798161486607552
0,1,2,2,34,NA,0.35434369377420455
0,1,2,2,35,NA,0.549833997312478
0,1,2,2,36,NA,0.549833997312478
0,1,2,2,37,NA,0.6456563062257954
0,1,2,2,38,NA,0.598687660112452
0,1,2,2,39,NA,0.574442516811659
0,1,2,2,40,NA,0.5
0,1,2,2,41,NA,0.549833997312478
0,1,2,2,42,NA,0.23147521650098238
0,1,2,2,43,NA,0.24973989440488234
0,1,2,2,44,NA,0.401312339887548
0,1,2,2,45,NA,0.47502081252106
0,1,2,2,46,NA,0.3775406687981454
0,1,2,2,47,NA,0.289050497374996
0,1,2,2,48,NA,0.3775406687981454
0,1,2,2,49,NA,0.6456563062257954
0,1,2,2,50,NA,0.52497918747894
0,1,2,3,1,NA,0.6224593312018546
0,1,2,3,2,NA,0.598687660112452
0,1,2,3,3,NA,0.6224593312018546
0,1,2,3,4,NA,0.574442516811659
0,1,2,3,5,NA,0.574442516811659
0,1,2,3,6,NA,0.6681877721681662
0,1,2,3,7,NA,0.3318122278318339
0,1,2,3,8,NA,0.35434369377420455
0,1,2,3,9,NA,0.401312339887548
0,1,2,3,10,NA,0.47502081252106
0,1,2,3,11,NA,0.549833997312478
0,1,2,3,12,NA,0.6899744811276125
0,1,2,3,13,NA,0.35434369377420455
0,1,2,3,14,NA,0.598687660112452
0,1,2,3,15,NA,0.8320183851339245
0,1,2,3,16,NA,0.7685247834990175
0,1,2,3,17,NA,0.47502081252106
0,1,2,3,18,NA,0.9088770389851438
0,1,2,3,19,NA,0.2689414213699951
0,1,2,3,20,NA,0.8581489350995123
0,1,2,3,21,NA,0.401312339887548
0,1,2,3,22,NA,0.31002551887238755
0,1,2,3,23,NA,0.6899744811276125
0,1,2,3,24,NA,0.8021838885585818
0,1,2,3,25,NA,0.5249791874789399
0,1,2,3,26,NA,0.6899744811276125
0,1,2,3,27,NA,0.6224593312018546
0,1,2,3,28,NA,0.7310585786300049
0,1,2,3,29,NA,0.45016600268752216
0,1,2,3,30,NA,0.6224593312018546
0,1,2,3,31,NA,0.425557483188341
0,1,2,3,32,NA,0.6224593312018546
0,1,2,3,33,NA,0.31002551887238755
0,1,2,3,34,NA,0.549833997312478
0,1,2,3,35,NA,0.7310585786300049
0,1,2,3,36,NA,0.7310585786300049
0,1,2,3,37,NA,0.8021838885585818
0,1,2,3,38,NA,0.7685247834990175
0,1,2,3,39,NA,0.7502601055951177
0,1,2,3,40,NA,0.6899744811276125
0,1,2,3,41,NA,0.7310585786300049
0,1,2,3,42,NA,0.401312339887548
0,1,2,3,43,NA,0.425557483188341
0,1,2,3,44,NA,0.598687660112452
0,1,2,3,45,NA,0.6681877721681662
0,1,2,3,46,NA,0.574442516811659
0,1,2,3,47,NA,0.47502081252106
0,1,2,3,48,NA,0.574442516811659
0,1,2,3,49,NA,0.8021838885585818
0,1,2,3,50,NA,0.7109495026250039
0,1,3,1,1,NA,0.48250714233361025
0,1,3,1,2,NA,0.45760205922564895
0,1,3,1,3,NA,0.48250714233361025
0,1,3,1,4,NA,0.4329070950345457
0,1,3,1,5,NA,0.4329070950345457
0,1,3,1,6,NA,0.5324543063873187
0,1,3,1,7,NA,0.2192572520878717
0,1,3,1,8,NA,0.23685498427314453
0,1,3,1,9,NA,0.2748805022101769
0,1,3,1,10,NA,0.3384968407970476
0,1,3,1,11,NA,0.40854102156721994
0,1,3,1,12,NA,0.5572478545985555
0,1,3,1,13,NA,0.23685498427314453
0,1,3,1,14,NA,0.45760205922564895
0,1,3,1,15,NA,0.7369158958334202
0,1,3,1,16,NA,0.6524894621927444
0,1,3,1,17,NA,0.3384968407970476
0,1,3,1,18,NA,0.8494124202541561
0,1,3,1,19,NA,0.1722163917338778
0,1,3,1,20,NA,0.7738185742694538
0,1,3,1,21,NA,0.2748805022101769
0,1,3,1,22,NA,0.2026198464311304
0,1,3,1,23,NA,0.5572478545985555
0,1,3,1,24,NA,0.6963549298238342
0,1,3,1,25,NA,0.38461624360881785
0,1,3,1,26,NA,0.5572478545985555
0,1,3,1,27,NA,0.48250714233361025
0,1,3,1,28,NA,0.6058736684317606
0,1,3,1,29,NA,0.31647910626368436
0,1,3,1,30,NA,0.48250714233361025
0,1,3,1,31,NA,0.29525430200190894
0,1,3,1,32,NA,0.48250714233361025
0,1,3,1,33,NA,0.2026198464311304
0,1,3,1,34,NA,0.40854102156721994
0,1,3,1,35,NA,0.6058736684317606
0,1,3,1,36,NA,0.6058736684317606
0,1,3,1,37,NA,0.6963549298238342
0,1,3,1,38,NA,0.6524894621927444
0,1,3,1,39,NA,0.6294831119673949
0,1,3,1,40,NA,0.5572478545985555
0,1,3,1,41,NA,0.6058736684317606
0,1,3,1,42,NA,0.2748805022101769
0,1,3,1,43,NA,0.29525430200190894
0,1,3,1,44,NA,0.45760205922564895
0,1,3,1,45,NA,0.5324543063873187
0,1,3,1,46,NA,0.4329070950345457
0,1,3,1,47,NA,0.3384968407970476
0,1,3,1,48,NA,0.4329070950345457
0,1,3,1,49,NA,0.6963549298238342
0,1,3,1,50,NA,0.5817593768418363
0,1,3,2,1,NA,0.4329070950345457
0,1,3,2,2,NA,0.40854102156721994
0,1,3,2,3,NA,0.4329070950345457
0,1,3,2,4,NA,0.38461624360881785
0,1,3,2,5,NA,0.38461624360881785
0,1,3,2,6,NA,0.48250714233361025
0,1,3,2,7,NA,0.18694261396804635
0,1,3,2,8,NA,0.2026198464311304
0,1,3,2,9,NA,0.23685498427314458
0,1,3,2,10,NA,0.29525430200190894
0,1,3,2,11,NA,0.36123682485115804
0,1,3,2,12,NA,0.5074994375506203
0,1,3,2,13,NA,0.2026198464311304
0,1,3,2,14,NA,0.40854102156721994
0,1,3,2,15,NA,0.6963549298238342
0,1,3,2,16,NA,0.6058736684317605
0,1,3,2,17,NA,0.29525430200190894
0,1,3,2,18,NA,0.8220063142137535
0,1,3,2,19,NA,0.14554232893696525
0,1,3,2,20,NA,0.7369158958334202
0,1,3,2,21,NA,0.23685498427314458
0,1,3,2,22,NA,0.1722163917338778
0,1,3,2,23,NA,0.5074994375506203
0,1,3,2,24,NA,0.6524894621927444
0,1,3,2,25,NA,0.33849684079704756
0,1,3,2,26,NA,0.5074994375506203
0,1,3,2,27,NA,0.4329070950345457
0,1,3,2,28,NA,0.5572478545985555
0,1,3,2,29,NA,0.2748805022101769
0,1,3,2,30,NA,0.4329070950345457
0,1,3,2,31,NA,0.25540308417252405
0,1,3,2,32,NA,0.4329070950345457
0,1,3,2,33,NA,0.1722163917338778
0,1,3,2,34,NA,0.36123682485115804
0,1,3,2,35,NA,0.5572478545985555
0,1,3,2,36,NA,0.5572478545985555
0,1,3,2,37,NA,0.6524894621927444
0,1,3,2,38,NA,0.6058736684317605
0,1,3,2,39,NA,0.5817593768418363
0,1,3,2,40,NA,0.5074994375506203
0,1,3,2,41,NA,0.5572478545985555
0,1,3,2,42,NA,0.23685498427314458
0,1,3,2,43,NA,0.25540308417252405
0,1,3,2,44,NA,0.40854102156721994
0,1,3,2,45,NA,0.48250714233361025
0,1,3,2,46,NA,0.38461624360881785
0,1,3,2,47,NA,0.29525430200190894
0,1,3,2,48,NA,0.38461624360881785
0,1,3,2,49,NA,0.6524894621927444
0,1,3,2,50,NA,0.5324543063873187
0,1,3,3,1,NA,0.6294831119673949
0,1,3,3,2,NA,0.6058736684317606
0,1,3,3,3,NA,0.6294831119673949
0,1,3,3,4,NA,0.5817593768418363
0,1,3,3,5,NA,0.5817593768418363
0,1,3,3,6,NA,0.6748052725823135
0,1,3,3,7,NA,0.3384968407970476
0,1,3,3,8,NA,0.36123682485115804
0,1,3,3,9,NA,0.40854102156721994
0,1,3,3,10,NA,0.48250714233361025
0,1,3,3,11,NA,0.5572478545985555
0,1,3,3,12,NA,0.6963549298238342
0,1,3,3,13,NA,0.36123682485115804
0,1,3,3,14,NA,0.6058736684317606
0,1,3,3,15,NA,0.8361696387766411
0,1,3,3,16,NA,0.7738185742694538
0,1,3,3,17,NA,0.48250714233361025
0,1,3,3,18,NA,0.9113313367452667
0,1,3,3,19,NA,0.2748805022101769
0,1,3,3,20,NA,0.861761726827506
0,1,3,3,21,NA,0.40854102156721994
0,1,3,3,22,NA,0.31647910626368436
0,1,3,3,23,NA,0.6963549298238342
0,1,3,3,24,NA,0.8069013157667836
0,1,3,3,25,NA,0.5324543063873187
0,1,3,3,26,NA,0.6963549298238342
0,1,3,3,27,NA,0.6294831119673949
0,1,3,3,28,NA,0.7369158958334202
0,1,3,3,29,NA,0.45760205922564895
0,1,3,3,30,NA,0.6294831119673949
0,1,3,3,31,NA,0.4329070950345457
0,1,3,3,32,NA,0.6294831119673949
0,1,3,3,33,NA,0.31647910626368436
0,1,3,3,34,NA,0.5572478545985555
0,1,3,3,35,NA,0.7369158958334202
0,1,3,3,36,NA,0.7369158958334202
0,1,3,3,37,NA,0.8069013157667836
0,1,3,3,38,NA,0.7738185742694538
0,1,3,3,39,NA,0.7558388990947971
0,1,3,3,40,NA,0.6963549298238342
0,1,3,3,41,NA,0.7369158958334202
0,1,3,3,42,NA,0.40854102156721994
0,1,3,3,43,NA,0.4329070950345457
0,1,3,3,44,NA,0.6058736684317606
0,1,3,3,45,NA,0.6748052725823135
0,1,3,3,46,NA,0.5817593768418363
0,1,3,3,47,NA,0.48250714233361025
0,1,3,3,48,NA,0.5817593768418363
0,1,3,3,49,NA,0.8069013157667836
0,1,3,3,50,NA,0.7170752854929725
0,1,4,1,1,NA,0.6681877721681662
0,1,4,1,2,NA,0.6456563062257954
0,1,4,1,3,NA,0.6681877721681662
0,1,4,1,4,NA,0.6224593312018546
0,1,4,1,5,NA,0.6224593312018546
0,1,4,1,6,NA,0.710949502625004
0,1,4,1,7,NA,0.3775406687981454
0,1,4,1,8,NA,0.401312339887548
0,1,4,1,9,NA,0.45016600268752216
0,1,4,1,10,NA,0.52497918747894
0,1,4,1,11,NA,0.598687660112452
0,1,4,1,12,NA,0.7310585786300049
0,1,4,1,13,NA,0.401312339887548
0,1,4,1,14,NA,0.6456563062257954
0,1,4,1,15,NA,0.8581489350995123
0,1,4,1,16,NA,0.8021838885585818
0,1,4,1,17,NA,0.52497918747894
0,1,4,1,18,NA,0.9241418199787566
0,1,4,1,19,NA,0.31002551887238755
0,1,4,1,20,NA,0.8807970779778823
0,1,4,1,21,NA,0.45016600268752216
0,1,4,1,22,NA,0.35434369377420455
0,1,4,1,23,NA,0.7310585786300049
0,1,4,1,24,NA,0.8320183851339245
0,1,4,1,25,NA,0.574442516811659
0,1,4,1,26,NA,0.7310585786300049
0,1,4,1,27,NA,0.6681877721681662
0,1,4,1,28,NA,0.7685247834990175
0,1,4,1,29,NA,0.5
0,1,4,1,30,NA,0.6681877721681662
0,1,4,1,31,NA,0.47502081252106
0,1,4,1,32,NA,0.6681877721681662
0,1,4,1,33,NA,0.35434369377420455
0,1,4,1,34,NA,0.598687660112452
0,1,4,1,35,NA,0.7685247834990175
0,1,4,1,36,NA,0.7685247834990175
0,1,4,1,37,NA,0.8320183851339245
0,1,4,1,38,NA,0.8021838885585818
0,1,4,1,39,NA,0.7858349830425586
0,1,4,1,40,NA,0.7310585786300049
0,1,4,1,41,NA,0.7685247834990175
0,1,4,1,42,NA,0.45016600268752216
0,1,4,1,43,NA,0.47502081252106
0,1,4,1,44,NA,0.6456563062257954
0,1,4,1,45,NA,0.710949502625004
0,1,4,1,46,NA,0.6224593312018546
0,1,4,1,47,NA,0.52497918747894
0,1,4,1,48,NA,0.6224593312018546
0,1,4,1,49,NA,0.8320183851339245
0,1,4,1,50,NA,0.7502601055951177
0,1,4,2,1,NA,0.6224593312018546
0,1,4,2,2,NA,0.598687660112452
0,1,4,2,3,NA,0.6224593312018546
0,1,4,2,4,NA,0.574442516811659
0,1,4,2,5,NA,0.574442516811659
0,1,4,2,6,NA,0.6681877721681662
0,1,4,2,7,NA,0.3318122278318339
0,1,4,2,8,NA,0.35434369377420455
0,1,4,2,9,NA,0.401312339887548
0,1,4,2,10,NA,0.47502081252106
0,1,4,2,11,NA,0.549833997312478
0,1,4,2,12,NA,0.6899744811276125
0,1,4,2,13,NA,0.35434369377420455
0,1,4,2,14,NA,0.598687660112452
0,1,4,2,15,NA,0.8320183851339245
0,1,4,2,16,NA,0.7685247834990175
0,1,4,2,17,NA,0.47502081252106
0,1,4,2,18,NA,0.9088770389851438
0,1,4,2,19,NA,0.2689414213699951
0,1,4,2,20,NA,0.8581489350995123
0,1,4,2,21,NA,0.401312339887548
0,1,4,2,22,NA,0.31002551887238755
0,1,4,2,23,NA,0.6899744811276125
0,1,4,2,24,NA,0.8021838885585818
0,1,4,2,25,NA,0.5249791874789399
0,1,4,2,26,NA,0.6899744811276125
0,1,4,2,27,NA,0.6224593312018546
0,1,4,2,28,NA,0.7310585786300049
0,1,4,2,29,NA,0.45016600268752216
0,1,4,2,30,NA,0.6224593312018546
0,1,4,2,31,NA,0.425557483188341
0,1,4,2,32,NA,0.6224593312018546
0,1,4,2,33,NA,0.31002551887238755
0,1,4,2,34,NA,0.549833997312478
0,1,4,2,35,NA,0.7310585786300049
0,1,4,2,36,NA,0.7310585786300049
0,1,4,2,37,NA,0.8021838885585818
0,1,4,2,38,NA,0.7685247834990175
0,1,4,2,39,NA,0.7502601055951177
0,1,4,2,40,NA,0.6899744811276125
0,1,4,2,41,NA,0.7310585786300049
0,1,4,2,42,NA,0.401312339887548
0,1,4,2,43,NA,0.425557483188341
0,1,4,2,44,NA,0.598687660112452
0,1,4,2,45,NA,0.6681877721681662
0,1,4,2,46,NA,0.574442516811659
0,1,4,2,47,NA,0.47502081252106
0,1,4,2,48,NA,0.574442516811659
0,1,4,2,49,NA,0.8021838885585818
0,1,4,2,50,NA,0.710949502625004
0,1,4,3,1,NA,0.7858349830425586
0,1,4,3,2,NA,0.7685247834990175
0,1,4,3,3,NA,0.7858349830425586
0,1,4,3,4,NA,0.7502601055951177
0,1,4,3,5,NA,0.7502601055951177
0,1,4,3,6,NA,0.8175744761936437
0,1,4,3,7,NA,0.52497918747894
0,1,4,3,8,NA,0.5498339973124778
0,1,4,3,9,NA,0.598687660112452
0,1,4,3,10,NA,0.6681877721681662
0,1,4,3,11,NA,0.7310585786300049
0,1,4,3,12,NA,0.8320183851339245
0,1,4,3,13,NA,0.5498339973124778
0,1,4,3,14,NA,0.7685247834990175
0,1,4,3,15,NA,0.9168273035060777
0,1,4,3,16,NA,0.8807970779778823
0,1,4,3,17,NA,0.6681877721681662
0,1,4,3,18,NA,0.9568927450589139
0,1,4,3,19,NA,0.45016600268752216
0,1,4,3,20,NA,0.9308615796566531
0,1,4,3,21,NA,0.598687660112452
0,1,4,3,22,NA,0.5
0,1,4,3,23,NA,0.8320183851339245
0,1,4,3,24,NA,0.9002495108803148
0,1,4,3,25,NA,0.7109495026250039
0,1,4,3,26,NA,0.8320183851339245
0,1,4,3,27,NA,0.7858349830425586
0,1,4,3,28,NA,0.8581489350995123
0,1,4,3,29,NA,0.6456563062257954
0,1,4,3,30,NA,0.7858349830425586
0,1,4,3,31,NA,0.6224593312018546
0,1,4,3,32,NA,0.7858349830425586
0,1,4,3,33,NA,0.5
0,1,4,3,34,NA,0.7310585786300049
0,1,4,3,35,NA,0.8581489350995123
0,1,4,3,36,NA,0.8581489350995123
0,1,4,3,37,NA,0.9002495108803148
0,1,4,3,38,NA,0.8807970779778823
0,1,4,3,39,NA,0.8698915256370021
0,1,4,3,40,NA,0.8320183851339245
0,1,4,3,41,NA,0.8581489350995123
0,1,4,3,42,NA,0.598687660112452
0,1,4,3,43,NA,0.6224593312018546
0,1,4,3,44,NA,0.7685247834990175
0,1,4,3,45,NA,0.8175744761936437
0,1,4,3,46,NA,0.7502601055951177
0,1,4,3,47,NA,0.6681877721681662
0,1,4,3,48,NA,0.7502601055951177
0,1,4,3,49,NA,0.9002495108803148
0,1,4,3,50,NA,0.8455347349164652
0,1,5,1,1,NA,0.7170752854929725
0,1,5,1,2,NA,0.6963549298238342
0,1,5,1,3,NA,0.7170752854929725
0,1,5,1,4,NA,0.6748052725823135
0,1,5,1,5,NA,0.6748052725823135
0,1,5,1,6,NA,0.7558388990947971
0,1,5,1,7,NA,0.4329070950345457
0,1,5,1,8,NA,0.45760205922564895
0,1,5,1,9,NA,0.5074994375506203
0,1,5,1,10,NA,0.5817593768418363
0,1,5,1,11,NA,0.6524894621927444
0,1,5,1,12,NA,0.7738185742694538
0,1,5,1,13,NA,0.45760205922564895
0,1,5,1,14,NA,0.6963549298238342
0,1,5,1,15,NA,0.8839110779310052
0,1,5,1,16,NA,0.8361696387766411
0,1,5,1,17,NA,0.5817593768418363
0,1,5,1,18,NA,0.9387738371800919
0,1,5,1,19,NA,0.36123682485115804
0,1,5,1,20,NA,0.902911359013501
0,1,5,1,21,NA,0.5074994375506203
0,1,5,1,22,NA,0.40854102156721994
0,1,5,1,23,NA,0.7738185742694538
0,1,5,1,24,NA,0.861761726827506
0,1,5,1,25,NA,0.6294831119673949
0,1,5,1,26,NA,0.7738185742694538
0,1,5,1,27,NA,0.7170752854929725
0,1,5,1,28,NA,0.8069013157667836
0,1,5,1,29,NA,0.5572478545985556
0,1,5,1,30,NA,0.7170752854929725
0,1,5,1,31,NA,0.5324543063873187
0,1,5,1,32,NA,0.7170752854929725
0,1,5,1,33,NA,0.40854102156721994
0,1,5,1,34,NA,0.6524894621927444
0,1,5,1,35,NA,0.8069013157667836
0,1,5,1,36,NA,0.8069013157667836
0,1,5,1,37,NA,0.861761726827506
0,1,5,1,38,NA,0.8361696387766411
0,1,5,1,39,NA,0.8220063142137535
0,1,5,1,40,NA,0.7738185742694538
0,1,5,1,41,NA,0.8069013157667836
0,1,5,1,42,NA,0.5074994375506203
0,1,5,1,43,NA,0.5324543063873187
0,1,5,1,44,NA,0.6963549298238342
